"incr_cost","incr_qaly","icer"
212346.640161175,0.147051371840055,1444030.3242607
184561.625890195,0.165222178227864,1117051.16026045
197783.277646611,0.10094974373989,1959225.15817599
202689.462778253,0.0518417347167072,3909773.92801117
191189.222433034,0.226828844226292,842878.792973512
209175.158835273,0.0375181796329228,5575301.38407137
189662.677173755,0.155888247228036,1216657.96200988
175232.107355158,0.195817666661874,894873.840253331
193332.82626062,0.145062327498326,1332756.95761087
178902.124665085,0.281092475896129,636452.911429737
192923.21046656,0.112078026231036,1721329.47870504
217926.046663586,0.132857663201647,1640297.1526966
180069.607002423,0.170272314633023,1057538.9627522
195622.092228389,0.335336654972375,583360.30173768
174751.59664824,0.0654034447519426,2671902.02765351
179192.937163096,0.220336281906208,813270.223191721
160396.793333818,0.174716027114977,918042.814860163
176123.066110518,0.279044184156023,631165.514677209
198044.543481339,0.243041373493308,814859.382313323
201835.117051781,0.205513718053823,982100.460072068
188681.624371838,0.152059371755597,1240841.79878833
188806.177685789,0.177169685182305,1065679.92990172
